SRU,Star Up,STAR-UP,Peru
SRW,Sarit Airlines,SARIA,Sudan
SRX,Sierra Expressway Airlines,SIERRA EX,United States
SRZ,Strato Air Services,STRATO,South Africa
SSB,Sasair,SASIR,Canada
SSC,Southern Seaplane,SOUTHERN SKIES,United States
SSD,Star Service International,STAR SERVICE,France
SSE,Servicios A¨¦reos Sunset,SUNSET,Mexico
SSF,Severstal Air Company,SEVERSTAL,Russia
SSG,Slovak Government Flying Service,SLOVAK GOVERNMENT,Slovakia
BBB,SwedJet Airways,BLACKBIRD,Sweden
SSK,Skystar International,SKYSTAR,United States
SSO,Special Scope Limited,DOPE,United Kingdom
SSP,Starspeed,STARSPEED,United Kingdom
SSQ,Sunstate Airlines,SUNSTATE,Australia
SSS,SAESA,SAESA,Spain
SST,Sunwest Airlines,SUNFLIGHT,Canada
SSU,SASCA,SASCA,Venezuela
SSV,Skyservice Airlines,SKYTOUR,Canada
SSW,Streamline Aviation,STREAMLINE,United Kingdom
SSY,Sky Aviation,SIERRA SKY,Sierra Leone
SSZ,Specsavers Aviation,SPECSAVERS,United Kingdom
STA,Star Aviation,STAR,United Kingdom
STB,Status-Alpha Airline,STATUS-ALPHA,Ukraine
STC,Stadium City Limited,STADIUM,United Kingdom
STD,Servicios De Aerotransportacion De Aguascalientes,AERO AGUASCALINETES,Mexico
STE,Semitool Europe,SEMITRANS,United Kingdom
STF,SFT-Sudanese Flight,,Sudan
STG,"Sedalia, Marshall, Boonville Stage Line",STAGE,United States
STH,South-Airlines,,Armenia
STI,Sontair,SONTAIR,Canada
STJ,Sella Aviation,STELLAVIA,Netherlands
STK,Stobart Air,STOBART,Ireland
STL,Stapleford Flight Centre,STAPLEFORD,United Kingdom
STO,Streamline Ops,SLOPS,Russia
STQ,Star Air,STERA,Indonesia
STU,Servicios de Transportes A¨¦reos Fueguinos,FUEGUINO,Argentina
STU,Star African Air,STARSOM,Somali Republic
SUU,Star West Aviation,SUNSTAR,United States
STV,Southern Aviation,SOUTHERN AVIATION,Ghana
STW,South West Air Corporation,SIERRA WHISKEY,Philippines
STX,Stars Away Aviation,STARSAWAY,South Africa
STY,Styrian Airways,STYRIAN,Austria
SUA,Silesia Air,AIR SILESIA,Czech Republic
SUB,Suburban Air Freight,SUB AIR,United States
SUD,Sudan Airways,SUDANAIR,Sudan
SUF,Sun Air (Fiji),SUNFLOWER,Fiji
FDY,Sun Air International,FRIENDLY,United States
SUG,Sunu Air,SUNU AIR,Senegal
SUH,Sun Light,LIGHT AIR,Kyrgyzstan
SUI,Swiss Air Force,SWISS AIR FORCE,Switzerland
SUK,Superior Aviation Services,SKYCARGO,Kenya
SUM,State Unitary Air Enterprise,SUMES,Russia
SUR,Sun Air,,Egypt
SUS,Sun Air of Scandinavia,SUNSCAN,Denmark
URF,Surf Air,SURF AIR,United States
SUT,Sistemas Aeronauuticos 2000,SISTEMAS AERONAUTICOS,Mexico
SUV,Sundance Air,DANCEAIR,Venezuela
SVA,Saudia,SAUDIA,Saudi Arabia
SVD,St. Vincent Grenadines Air (1990),GRENADINES,Saint Vincent and the Grenadines
SVF,Swedish Armed Forces,SWEDEFORCE,Sweden
AWJ,Sahel Airlines,SAHEL AIRLINES,Niger
SVH,Sterling Helicopters,SILVER,United Kingdom
SVI,Servicios De Transporte A¨¦reo,SETRA,Mexico
SVJ,Silver Air,,Djibouti
SVL,Sevastopol-Avia,SEVAVIA,Ukraine
SVN,Savanair (Angola),SAVANAIR,Angola
SVO,Servicios Aeron¨¢uticos De Oriente,SERVIORIENTE,Mexico
SVS,Servicios A¨¦reos Saar,AEREOS SAAR,Mexico
SVT,Seven Four Eight Air Services,SIERRA SERVICES,Luxembourg
SVX,Security Aviation,SECURITY AIR,United States
SWA,Southwest Airlines,SOUTHWEST,United States
SWB,Swissboogie Parapro,SWISSBOOGIE,Switzerland
SWC,South West Air,SAINT CLAIR,Canada
SWD,Southern Winds Airlines,SOUTHERN WINDS,Argentina
SWE,Swedeways,SWEDELINE,Sweden
,Spurling Aviation,AIR SEATTLE,United States
SWG,Sunwing Airlines,SUNWING,Canada
SWI,Sunworld Airlines,SUNWORLD,United States
SWJ,StatesWest Airlines,STATES,United States
SWO,Surinam International Victory Airline,SIVA,Suriname
SWP,Star Work Sky,STAR WORK,Italy
SWQ,Swift Air?(Interstate Equipment Leasing),SWIFTFLIGHT,United States
SWR,Swiss International Air Lines,SWISS,Switzerland
SWR,Swissair,SWISSAIR,Switzerland
SDR,Sundair,SUNDAIR,Germany
SWS,Sunwest Aviation?(Lindquist Investment),SUNNY WEST,United States
SWT,Swiftair,SWIFT,Spain
SWU,Swiss Global Air Lines,EUROSWISS,Switzerland
SWV,Swe Fly,FLYING SWEDE,Sweden
SWW,Shovkoviy Shlyah,WAY AERO,Ukraine
SWX,Swazi Express Airways,SWAZI EXPRESS,Swaziland
WSW,Swoop,SWOOP,Canada
SWY,Sky Jet,SWISSLINK,Switzerland
SWZ,"Servair, Private Charter",SWISSBIRD,Switzerland
SWZ,Skywise Airline,SKYWISE,South Africa
SXA,Southern Cross Aviation,FERRY,United States
SXC,Sky Exec Aviation Services,SKY EXEC,Nigeria
SXE,Southeast Express Airlines,DOGWOOD EXPRESS,United States
SXM,Servicios A¨¦reos Especializados Mexicanos,SERVIMEX,Mexico
SXS,SunExpress,SUNEXPRESS,Turkey
SXT,Servicios De Taxi A¨¦reo,SERTA,Mexico
SXX,Satellite Aero,SATELLITE EXPRESS,United States
SXY,Safari Express Cargo,SAFARI EXPRESS,Kenya
SYA,Skyways,LINEAS CARDINAL,Argentina
SYC,Systec 2000,SYSTEC,United States
SYE,Sheba Aviation,,Yemen
SYF,Sky One Express Airlines,SKY FIRST,United States
SYG,Synergy Aviation,SYNERGY,United Kingdom
SYI,Sonalysts,,United States
SYJ,Slate Falls Airways,,Canada
SYK,Satsair,AEROCAB,United States
SYN,Syncrude Canada,SYNCRUDE,Canada
SYR,Syrian Arab Airlines,SYRIANAIR,Syrian Arab Republic
SYS,Shawbury Flying Training Unit,SHAWBURY,United Kingdom
SYV,Special Aviation Systems,SPECIAL SYSTEM,United States
SYX,Skywalk Airlines,SKYWAY-EX,United States
AZQ,Silk Way Airlines,SILK LINE,Azerbaijan
AZG,Silk Way West Airlines,SILK WEST,Azerbaijan
SYY,South African Historic Flight,SKY COACH,South Africa
SZT,Servicios Aeron¨¢uticos Z,AERO ZEE,Mexico
BHV,Specavia Air Company,AVIASPEC,Russia
BLY,Starair,BLARNEY,Ireland
BNC,Sundance Air,BARNACLE AIR,United States
BRZ,Samara Airlines,BERYOZA,Russia
CBN,Swedish Civil Aviation Administration,CALIBRATION,Sweden
CDG,Shandong Airlines,SHANDONG,China
CDS,Spectrem Air,SPECDAS,South Africa
CEE,Servicios A¨¦reos Centrales,CENTRA AEREOS,Mexico
CFL,Swedish Airlines,SWEDISH,Sweden
CGL,Seagle Air,SEAGLE,Slovakia
CIG,Sirius-Aero,SIRIUS AERO,Russia
CNK,Sunwest Home Aviation,CHINOOK,Canada
CNO,SAS Braathens,SCANOR,Norway
CQH,Spring Airlines,AIR SPRING,China
CSC,Sichuan Airlines,SI CHUAN,China
CSH,Shanghai Airlines,SHANGHAI AIR,China
CSY,Shuangyang General Aviation,SHUANGYANG,China
CSZ,Shenzhen Airlines,SHENZHEN AIR,China
CXI,Shanxi Airlines,SHANXI,China
DKT,Sioux Falls Aviation,DAKOTA,United States
DKY,Servicios A¨¦reos Elite,DAKOY,Spain
DNI,Servicios A¨¦reos Denim,AERO DENIM,Mexico
EAB,Swiss Eagle,SWISS EAGLE,Switzerland
EAN,Skypower Express Airways,NIGERIA EXPRESS,Nigeria
ENR,Scenic Air,,Namibia
ERO,Sun D'Or,ECHO ROMEO,Israel
ESK,SkyEurope,RELAX,Slovakia
EXL,Sunshine Express Airlines,,Australia
EXY,South African Express,EXPRESSWAYS,South Africa
FFD,Stuttgarter Flugdienst,FIRST FLIGHT,Germany
FFH,Shalom Air Services,PEACE AIR,Nigeria
FJE,Silverjet,ENVOY,United Kingdom
FLH,Sky Bus,MILE HIGH,United States
GAD,South Coast Aviation,SOUTHCOAST,United Kingdom
GDE,Servicios A¨¦reos Gadel,GADEL,Mexico
GDG,S.P. Aviation,GOLDEN GATE,United States
GIK,Seba Airlines,SEBA,Guinea
GNA,Servicios A¨¦reos Gana,SERVIGANA,Mexico
GSW,Sky Wings Airlines,,Greece
GXL,Star XL German Airlines,STARDUST,Germany
HAU,Skyhaul,SKYHAUL,Japan
HIP,Starship,STARSA,Mexico
HJE,Servicios Ejecutivos Gosa,GOSA,Mexico
HKA,Superior Aviation,SPEND AIR,United States
HLO,Samaritan Air Service,HALO,Canada
HRI,Skyraidybos Mokymo Centras,HELIRIM,Lithuania
HSK,Sky Europe Airlines,MATRA,Slovakia
HSV,Svenska Direktflyg,HIGHSWEDE,Sweden
HSY,Sky Helicopteros,HELISKY,Spain
IGA,Skytaxi,IGUANA,Poland
IJS,Silvair,,United States
ILS,Servicios A¨¦reos Ilsa,SERVICIOS ILSA,Mexico
INK,Sincom-Avia,SINCOM AVIA,Ukraine
IRV,Safat Airlines,SAFAT AIR,Iran
IRZ,Saha Airlines Services,SAHA,Iran
JAM,Sunline Express,SUNTRACK,Kenya
JCM,Secure Air Charter,SECUREAIR,United States
JIM,Sark International Airways,SARK,United Kingdom
JKK,Spanair,SPANAIR,Spain
KKS,Salem,KOKSHE,Kazakhstan
KOP,Servicios A¨¦reos Copters,COPTERS,Chile
KSP,Servicios A¨¦reos Expecializados En Transportes Petroleros,SAEP,Colombia
KYB,Skybridge AirOps,SKY AIROPS,Italy
KYR,Sky Aeronautical Services,SKY AERONAUTICAL,Mexico
LGU,Servicios A¨¦reos Ejecutivos De La Laguna,LAGUNA,Mexico
LLA,Servico Leo Lopex,LEO LOPOZ,Mexico
LLS,Servicios A¨¦reos Estrella,SERVIESTRELLA,Mexico
LMG,South African Air Force,SOUTH AFRICAN,South Africa
LMO,Sky One Holdings?as?Privaira,SKY HOLDINGS,United States
LRS,Sansa,,Costa Rica
LSP,Spectrum Aviation Incorporated,AIR TONY,United Kingdom
MCG,SOS Helikoptern Gotland,MEDICOPTER,Sweden
MDT,Sundt Air,MIDNIGHT,Norway
MLO,Servicios A¨¦reos Milenio,MILENIO,Mexico
MMS,SAAD (A320) Limited,MUSAAD AIR,Cayman Islands
MRI,Servicios A¨¦reos Moritani,MORITANI,Mexico
MRR,San Juan Airlines,MARINER,United States
MSG,Servico A¨¦reo Regional,SAR-REGIONAL,Mozambique
MSP,Servicio De Vigilancia A¨¦rea Del Ministerio De Seguridad P¨²blica,SEGURIDAD,Costa Rica
MTG,Servicios A¨¦reos MTT,,Mexico
APD,Sabre Pacific,,Australia
,Sabre,,United States
,Sierra Nevada Airlines,,United States
,Siren-Travel,,Russia
,Sirena,,Russia
SBW,Snowbird Airlines,SNOWMAN,Finland
,Southern Cross Distribution,,Australia
,Sutra,,United States
,SNCF,,France
,Star Equatorial Airlines,,Guinea
NAD,Seulawah Nad Air,SEULAWAH,Indonesia
NAZ,Servicios A¨¦reos del Nazas S.A. de C.V.,NAZAS,Mexico
NCS,Simpson Air Ltd,COMMUTER-CANADA,Canada
NKS,Spirit Airlines,SPIRIT WINGS,United States
NON,Servicios A¨¦reos Latinoamericanos,SERVICIOS LATINO,Mexico
NRZ,Servicios A¨¦reos Monarrez,MONARREZ,Mexico
NSC,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania
NSE,SATENA,SATENA,Colombia
NTB,Servicios A¨¦reos Del Norte,SERVINORTE,Mexico
NTG,Servicios Integrales De Aviaci¨®n,INTEGRALES,Mexico
OKS,Slok Air Gambia,SLOK GAMBIA,Gambia
OKT,Soko Aviation,SOKO AIR,Spain
OLC,Solar Cargo,SOLARCARGO,Venezuela
OLO,Soloflight,SOLO,United Kingdom
ONG,Sonnig SA,SONNIG,Switzerland
OSL,Sosoliso Airlines,SOSOLISO,Nigeria
OSS,Servicios A¨¦reos Noticiosos,NOTICIOSOS,Mexico
OTL,South Airlines,SOUTHLINE,Ukraine
OZW,Virgin Australia Regional Airlines,VELOCITY,Australia
PIV,Sokol,AEROSOKOL,Russia
PLT,South Carolina Aeronautics Commission,PALMETTO,United States
PMR,Servicios A¨¦reos Premier,SERVICIOS PREMIER,Mexico
PNS,Survey Udara (Penas),PENAS,Indonesia
POB,Servicios A¨¦reos Poblanos,POBLANOS,Mexico
PSV,Servicios A¨¦reos Profesionales,PROSERVICIOS,Dominican Republic
PTM,Southeastern Airways,POSTMAN,United States
PUR,Spurwing Airlines,SPURWING,South Africa
PZR,Sky Trek International Airlines,PHAZER,United States
RBW,Shandong Airlines Rainbow Jet,CAI HONG,China
REJ,SA Airlink Regional,REGIONAL LINK,South Africa
RER,Servicio A¨¦reo Regional Regair,REGAIR,Ecuador
RFT,Scoala Superioara De Aviatie Civila,ROMANIAN ACADEMY,Romania
RGC,Servicios A¨¦reos Regiomontanos,REGIOMONTANO,Mexico
RLS,S-Air,S-AIRLINES,Russia
RMP,Servicios De Rampa Y Mostrador,SERAMSA,Mexico
RSE,SNAS Aviation,RED SEA,Saudi Arabia
SKB,Skybus Airlines,SKYBUS,United States
SKC,Skymaster Airlines,SKYMASTER AIR,Brazil
SKD,Sky Harbor Air Service,SKY DAWG,United States
SKE,Sky Tours,SKYISLE,United States
AZG,Sakaviaservice,SAKSERVICE,Georgia
SKF,Skycraft,SKYCRAFT,United States
SKG,Skycraft Air Transport,SKYCRAFT-CANADA,Canada
SKI,SkyKing Turks and Caicos Airways,SKYKING,Turks and Caicos Islands
SKK,Skylink Aviation,SKYLINK,Canada
SKL,Skycharter (Malton),SKYCHARTER,Canada
SKN,Skyline Aviation Services,SKYLINER,United States
SKO,Scottish Airways Flyers,SKYWORK,United Kingdom
SKR,Skyscapes Air Charters,SKYSCAPES,South Africa
SKS,Sky Service,SKY SERVICE,Belgium
SKS,Sky Link Aviation,,Pakistan
BBR,Santa Barbara Airlines,SANTA BARBARA,Venezuela
SKT,SkyStar Airways,SKY YOU,Thailand
SKU,Sky Airline,AEROSKY,Chile
SKW,SkyWest Airlines,SKYWEST,United States
SKX,Skyways Express,SKY EXPRESS,Sweden
SKY,Skymark Airlines,SKYMARK,Japan
SKZ,Skyway Enterprises,SKYWAY-INC,United States
SLA,Sierra National Airlines,SELAIR,Sierra Leone
SLB,Slok Air,SLOK AIR,Nigeria
SLD,Silver Air,SILVERLINE,Czech Republic
SLE,Streamline,SLIPSTREAM,South Africa
SLF,Starfly,ELISTARFLY,Italy
SLG,Saskatchewan Government,LIFEGUARD,Canada
SLH,Silverhawk Aviation,SILVERHAWK,United States
AGE,Servicios A¨¦reos de Los ?ngeles,AEROANGEL,Mexico
SLK,SilkAir,SILKAIR,Singapore
SLL,Slovak Airlines,SLOV LINE,Slovakia
SLM,Surinam Airways,SURINAM,Suriname
SLN,Sloane Aviation,SLOANE,United Kingdom
SLP,Salpa Aviation,SALPA,Sudan
SLS,Servicios A¨¦reos Slainte,SERVICIOS SLAINTE,Mexico
SLV,Stella Aviation,AVISTELLA,Mauritania
SLW,Salama Airlines Nigeria,SALMA AIR,Nigeria
SLX,Sete Linhas A¨¦reas,SETE,Brazil
SLY,Sky Line for Air Services,SKYCO,Sudan
SLZ,Super Luza,LUZA,Angola
SMA,SMA Airlines,SESAME,Nigeria
SMC,Sabang Merauke Raya Air Charter,SAMER,Indonesia
SMD,Servicios A¨¦reos La Marquesa,SERVICIOS MARQUESA,Mexico
,Servant Air,,United States
SME,Semos,SEMICH,Kazakhstan
SMF,Smalandsflyg,GORDON,Sweden
SMH,Smithair,SMITHAIR,United States
SMK,Semeyavia,ERTIS,Kazakhstan
SML,Smith Air (1976),SMITH AIR,Canada
SMM,Summit Airlines,SUMMIT-AIR,United States
SMQ,Samar Air,SAMAR AIR,Tajikistan
SMR,Somon Air,SOMON AIR,Tajikistan
SMT,Skyline,SKYLIMIT,Nigeria
AOS,"Servicios A¨¦reos Del Sol, S.A. de C.V.",AEROSOL,Mexico
SNA,Senator Aviation Charter,SENATOR,Germany
SNB,Sterling Airlines,STERLING,Denmark
SNE,Servicios A¨¦reos De Nicaragua(SANSA),SANSA,Nicaragua
SNF,Shans Air,SHANS AIR,Russia
SNH,Senair Services,SENSERVICE,Senegal
SNI,Savanah Airlines,SAVANAHLINE,Nigeria
SNJ,Skynet Asia Airways,NEWSKY,Japan
SNK,Southeast Airlines?(Sun Jet International),SUN KING,United States
SNL,Soonair Lines,SOONAIR,United States
SNM,Servizi Aerei,SERVIZI AEREI,Italy
SNP,Sun Pacific International,SUN PACIFIC,United States
SNQ,Sun Quest Executive Air Charter,EXECU-QUEST,United States
SNS,Societe Centrafricaine De Transport Aerien,,Central African Republic
SNT,Suncoast Aviation,SUNCOAST,United States
SNU,Snunit Aviation,,Israel
SNV,Sudanese States Aviation,SUDANESE,Sudan
SNW,Sun West Airlines,SUN WEST,United States
SNX,Sun Air Aviation Services,SUNEX,Canada
SOB,Stabo Freight,STABO,Zambia
SOC,Southern Cargo Air Lines,,Russia
SOH,Southern Ohio Aviation Sales,SOUTHERN OHIO,United States
SOI,Southern Aviation,SOAVAIR,Zambia
SOL,Solomon Airlines,SOLOMON,Solomon Islands
SOM,Somali Airlines,SOMALAIR,Somali Republic
SON,Sunshine Air Tours,SUNSHINE TOURS,United States
SOO,Southern Air,SOUTHERN AIR,United States
SOP,Solinair,SOLINAIR,Slovenia
SOR,Sonair Servico A¨¦reo,SONAIR,Angola
SOT,Southeast Correct Craft,SOUTH COURIER,United States
SOU,Southern Airways,SOUTHERN EXPRESS,United States
SOV,Saratov Airlines Joint Stock Company,SARATOV AIR,Russia
SOW,Sowind Air,SOWIND,Canada
SOX,Solid Air,SOLIDAIR,Netherlands
SOZ,Sat Airlines,SATCO,Kazakhstan
SPA,Sierra Pacific Airlines,SIERRA PACIFIC,United States
SPB,Springbok Classic Air,SPRING CLASSIC,South Africa
SPC,Skyworld Airlines,PORT,United States
SPE,Sprague Electric Company,SPRAGUE,United States
SPF,Space World Airline,SPACE WORLD,Nigeria
SPG,Springdale Air Service,SPRING AIR,United States
SPH,Sapphire Executive Air,SAPPHIRE-CHARTER,South Africa
SPI,South Pacific Island Airways,SOUTH PACIFIC,United States
SPL,Servicios Corporativos A¨¦reos De La Laguna,CORPORATIVOS LAGUNA,Mexico
SPN,Skorpion Air,AIR SKORPIO,Bulgaria
SPP,Sapphire Aviation,SAPPHIRE,United States
SPQ,Servicios A¨¦reos Palenque,SERVICOS PALENQUE,Mexico
TBS,Servicios A¨¦reos Tribasa,TRIBASA,Mexico
TCF,Shuttle America,MERCURY,United States
SVV,SALTAVIATION,SALT,Poland
TGT,SAAB Nyge Aero,TARGET,Sweden
THB,Spark Air,THAI SABAI,Thailand
TIH,S C Ion Tiriac,TIRIAC AIR,Romania
TRL,Starlite Aviation,STARSTREAM,South Africa
TRN,Servicios A¨¦reos Corporativos,AEROTRON,Mauritania
TTM,Societe Tout Transport Mauritanien,TOUT-AIR,Mauritania
TZU,Servicios A¨¦reos Tamazula,TAMAZULA,Mexico
UGP,Shar Ink,SHARINK,Russia
UKU,Second Sverdlovsk Air Enterprise,PYSHMA,Russia
UNT,Servicios A¨¦reos Universitarios,UNIVERSITARIO,Mexico
USK,Skif-Air,SKIF-AIR,Ukraine
USN,Smarkand Aero Servise,SAMAS,Uzbekistan
UZS,Samarkand Airways,SOGDIANA,Uzbekistan
VDO,Servicios A¨¦reos Avandaro,AVANDARO,Mexico
VGS,Stichting Vliegschool 16Hoven,SMART,Netherlands
VRB,Silverback Cargo Freighters,SILVERBACK,Rwanda
VRS,Sirvair,VAIRSA,Mexico
VSV,Scat Air,VLASTA,Kazakhstan
VXN,Sunset Aviation,VIXEN,United States
TWY,"Sunset Aviation, LLC",TWILIGHT,United States
WCC,Sport Air Travel,WEST COAST,United States
WFC,Swift Copters,SWIFTCOPTERS,Switzerland
WLK,Skyrover CC,SKYWATCH,South Africa
XLK,Safarilink Aviation,SAFARILINK,Kenya
XMX,SENEAM,SENEAM,Mexico
XPG,Southport Air Service,,United States
XSA,Spectrum Air Service,,United States
XSN,Stephenville Aviation Services,,Canada
XTA,Servicios A¨¦reos Textra,TEXTRA,Mexico
XTR,Sector Airlines,EXTER,Canada
XXS,Skyplan Services,,Canada
YBE,Stewart Aviation Services,YELLOW BIRD,United States
,Sirin,,
,Star Air,,Denmark
FYA,Servicios A¨¦reos Integrales /?Flyant,FLYANT,Spain
UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine
SAF,Singapore Air Force,SINGA,Singapore
TLK,Starlink Aviation,STARLINK,Canada
HCW,Star1 Airlines,STAR1,Lithuania
AAS,Sunshine Airlines,,
CSS,SF Airlines,SHUN FENG,China
SXN,SaxonAir,SAXONAIR,United Kingdom
SDR,Sundair,SUNDAIR,Germany
RZ,Superna Airlines,YANGTZE RIVER,China
LLX,Small Planet Airlines,GERMANJET,Germany
SXD,Sunexpress Deutschland,SUNRISE,Germany
TXZ,Thai Express Air,EXPRESS AIR,Thailand
THD,Thai Smile Airways,THAI SMILE,Thailand
TVJ,Thai Vietjet Air,THAIVIET JET,Thailand
TQE,Taxair Mexiqienses,TAXAIR,Mexico
TAX,Thai AirAsia X,EXPRESS WING,Thailand
TLM,Thai Lion Mentari,MENTARI,Thailand
TCB,Transporte Aereo De Colombia,AERO COLOMBIA,Colombia
TDA,Trend Aviation,TREND AIR,United States
THS,Turkish Aerospace Industries,TUSAS,Turkey
TMD,Transmandu,TRANSMANDU,Venezuela
TRK,Turkish Airlines?General Aviation,TURKISH REPUBLIC,Turkey
TKJ,Tarkim Aviation,TARKIM AVIATION,Turkey
TCG,Transafricaine Air Cargo,AFRICARGO,Burkina Faso
TMC,Travel Management Company,TRAIL BLAZER,United States
SWD,Trifly,SAWBLADE,United States
SWL,Trans Jet Airways,TRANSJET,Sweden
TAC,Turbot Air Cargo,TURBOT,Senegal
TAD,Transporte A¨¦reo Dominicano,TRANS DOMINICAN,Dominican Republic
TAE,TAME,TAME,Ecuador
BAP,Trans International Express Aviation,BIG APPLE,United States
TAG,TAG Aviation USA,TAG U-S,United States
TAL,Talair,TALAIR,Papua New Guinea
TAM,LATAM Brasil,TAM,Brazil
AUC,Transaustralian Air Express,AUSCARGO,Australia
TAP,TAP Portugal,AIR PORTUGAL,Portugal
TAR,Tunisair,TUNAIR,Tunisia
TAU,Transportes A¨¦reos Tauro,TRANSTAURO,Mexico
TAX,Travel Air,TRAVELAIR,United States
TAY,TNT Airways,QUALITY,Belgium
TBA,Transbrasil,TRANSBRASIL,Brazil
TBC,Turbine Air Cargo UK,,United Kingdom
TBD,Thunderbird Tours,ORCA,Canada
TBG,Tropical Airways,,Haiti
TBH,Trinity Air Bahamas,,Bahamas
TBI,TAB Express International,TAB INTERNATIONAL,United States
TBM,Taban Air Lines,TABAN AIR,Iran
TBN,Teebah Airlines,TEEBAH,Sierra Leone
TBR,Tubelair,TUBELAIR,Tunisia
TBX,Tobago Express,TABEX,Trinidad and Tobago
TCA,Tropican Air Services,TROPICANA,Egypt
TCB,Transporte del Caribe,TRANSCARIBE,Colombia
TCC,Trans Continental Airlines,TRANSCAL,Sudan
TCD,Tchad Airlines,TCHADLINES,Chad
TCE,Trans-Colorado Airlines,TRANS-COLORADO,United States
TCG,Thai Air Cargo,THAI CARGO,Thailand
TCH,Transcontinental Air,TRANS GULF,Bahrain
TCM,Teledyne Continental Motors,TELEDYNE,United States
TCN,Trans Continental Airlines,TRANSCON,United States
TCP,Transcorp Airways,TRANSCORP,United Kingdom
TCT,Transcontinental Sur,TRANS-CONT,Uruguay
TCU,Transglobal Airways Corporation,TRANSGLOBAL,Philippines
TCW,Thomas Cook Airlines,THOMAS COOK,Belgium
TCX,Thomas Cook Airlines,KESTREL,United Kingdom
TCY,Twin Cities Air Service,TWIN CITY,United States
TDC,Tadair,TADAIR,Spain
TDE,Tellavia /?Flight One,TELLURIDE,United States
TDI,Transportes A¨¦reos de Ixtl¨¢n,TRANSIXTLAN,Mexico
TDM,Tandem Aero,TANDEM,Moldova
TDO,TRADO,TRADO,Dominican Republic
TDR,Trade Air,TRADEAIR,Croatia
TDV,Taxi Aero Nacional Del Evora,TAXI EVORA,Mexico
TDX,Tradewinds Airlines,TRADEWINDS EXPRESS,United States
TEB,Tenir Airlines,TENIR AIR,Kyrgyzstan
TLW,Teamline Air,Teamline,Austria
TEF,Tecnicas Fotograficas,TECFOTO,Spain
TEH,Tempelhof Airways,TEMPELHOF,United States
TEL,Telford Aviation,TELFORD,United States
TEM,Tech-Mont Helicopter Company,TECHMONT,Slovakia
TEN,Tennessee Airways,TENNESSEE,United States
TER,Territorial Airlines,TERRI-AIRE,United States
TES,Taespejo Portugal LDA,Tesaban,Portugal
TEP,Transeuropean Airlines,TRANSEURLINE,Russia
TET,Tepavia-Trans Airlines,TEPAVIA,Moldova
TFA,Trans-Florida Airlines,TRANS FLORIDA,United States
TFB,Tair Airways,ROYAL TEE-AIR,Philippines
TFF,Talon Air,TALON FLIGHT,United States
AIM,Trabajos A¨¦reos Murcianos,PIJO,Spain
TFH,Thai Flying Helicopter Service,THAI HELICOPTER,Thailand
TFI,Transport Facilitators,,United States
TFK,Transafrik International,,S?o Tom¨¦ and Pr¨ªncipe
TFO,Transportes A¨¦reos del Pac¨ªfico,TRANSPORTES PACIFICO,Mexico
TFT,Thai Flying Service,THAI FLYING,Thailand
SRF,Transportes A¨¦reos San Rafael,SAN RAFEAL,Chile
TFY,Tayside Aviation,TAYSIDE,United Kingdom
TGC,TG Aviation,THANET,United Kingdom
TGE,Trabajos A¨¦reos,TASA,Spain
TGI,Transportes A¨¦reos Regionales,TRANSPORTE REGIONAL,Mexico
TGM,TAG Aviation Espana,TAG ESPANA,Spain
TGN,Trigana Air Service,TRIGANA,Indonesia
TGR,Satgur Air Transport,SATGURAIR,Liberia
AWC,Titan Airways,ZAP,United Kingdom
TGO,Transport Canada,TRANSPORT,Canada
TGW,Tigerair Singapore,GO CAT,Singapore
TGG,Tigerair Australia,TIGGOZ,Australia
TTW,Tigerair Taiwan,SMART CAT,Taiwan
MDL,Tigerair Mandala,MANDALA,Indonesia
SRQ,Cebgo,BLUE JAY,Philippines
TGX,Transair Gabon,TRANSGABON,Gabon
TGY,Trans Guyana Airways,TRANS GUYANA,Guyana
THA,Thai Airways International,THAI,Thailand
THC,Tar Heel Aviation,TARHEEL,United States
THE,Toumai Air Tchad,TOUMAI AIR,Chad
THF,Touraine Helicoptere,TOURAINE HELICO,France
THG,Thai Global Airline,THAI GLOBAL,Thailand
THJ,Thai Jet Intergroup,THAI JET,Thailand
THK,Turk Hava Kurumu Hava Taksi Isletmesi,HUR KUS,Turkey
AIQ,Thai AirAsia,THAI ASIA,Thailand
THO,TACA De Honduras,LEMPIRA,Honduras
THR,Tehran Airline,TEHRAN AIR,Iran
THU,Thunder Airlines,AIR THUNDER,Canada
THY,Turkish Airlines,TURKISH,Turkey
THZ,Trans Helicoptere Service,LYON HELIJET,France
TIA,Trans International Airlines,TRANS INTERNATIONAL,United States
TIC,Travel International Air Charters,TRAVEL INTERNATIONAL,Zambia
TIE,Time Air,TIME AIR,Czech Republic
TIK,Tic Air,TICAIR,Australia
TIM,TEAM Linhas A¨¦reas,TEAM BRASIL,Brazil
TIN,Taino Tours,TAINO,Dominican Republic
TIS,Tesis,TESIS,Russia
TIW,Transcarga Intl Airways,TIACA,Venezuela
TJK,Tajikair,TAJIKAIR,Tajikistan
TJN,Tien-Shan,NERON,Kazakhstan
TJS,Tyrolean Jet Services,TYROLJET,Austria
TJT,Twin Jet,TWINJET,France
TKC,Tikal Jets Airlines,TIKAL,Guatemala
